country,year,population,gdp,coal_prod_change_twh,coal_prod_per_capita,coal_production,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,gas_prod_change_twh,gas_prod_per_capita,gas_production,hydro_elec_per_capita,hydro_electricity,low_carbon_elec_per_capita,low_carbon_electricity,nuclear_elec_per_capita,nuclear_electricity,oil_prod_change_twh,oil_prod_per_capita,oil_production,other_renewable_electricity,other_renewables_elec_per_capita,primary_energy_consumption,continent
Argentina,1900,4685089.0,20465122481.31,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-0.011,-23.471,-0.716,-0.001,-0.021,327.976,South America
Argentina,1901,4855502.0,21332699678.153,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-0.011,-23.471,-0.716,-0.001,-0.021,327.976,South America
Argentina,1902,5036658.0,20873684092.366,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-0.011,-23.471,-0.716,-0.001,-0.021,327.976,South America
Argentina,1903,5229108.0,24028433418.42,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-0.011,-23.471,-0.716,-0.001,-0.021,327.976,South America
Argentina,1904,5428911.0,26727601780.316,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-0.011,-23.471,-0.716,-0.001,-0.021,327.976,South America
Argentina,1905,5636349.0,30405840915.779,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-0.011,-23.471,-0.716,-0.001,-0.021,327.976,South America
Argentina,1906,5851713.0,31986262520.09,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-0.011,-23.471,-0.716,-0.001,-0.021,327.976,South America
Argentina,1907,6075305.0,32682544647.331,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-0.011,-23.471,-0.716,-0.001,-0.021,327.976,South America
Argentina,1908,6307441.0,35984137416.312,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.012,-19.767,-0.693,-0.001,-0.021,327.976,South America
Argentina,1909,6532092.0,37849564746.06,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.001,-18.107,-0.681,-0.001,-0.021,327.976,South America
Argentina,1910,6748544.0,40687162756.222,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-0.011,-18.279,-0.681,-0.001,-0.021,327.976,South America
Argentina,1911,6956048.0,41427527326.574,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-0.023,-20.113,-0.693,-0.001,-0.021,327.976,South America
Argentina,1912,7153812.0,44923597832.823,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.047,-12.043,-0.635,-0.001,-0.021,327.976,South America
Argentina,1913,7341005.0,45377955084.485,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.129,6.757,-0.494,-0.001,-0.021,327.976,South America
Argentina,1914,7533097.0,40540387183.064,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.234,38.544,-0.249,-0.001,-0.021,327.976,South America
Argentina,1915,7730214.0,40782966076.414,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.385,88.332,0.148,-0.001,-0.021,327.976,South America
Argentina,1916,7932490.0,39567035980.006,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.596,162.041,0.755,-0.001,-0.021,327.976,South America
Argentina,1917,8140058.0,36262798346.704,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.584,230.484,1.351,-0.001,-0.021,327.976,South America
Argentina,1918,8354021.0,43150308855.757,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.211,250.543,1.572,-0.001,-0.021,327.976,South America
Argentina,1919,8579951.0,44769549911.114,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-0.047,239.244,1.538,-0.001,-0.021,327.976,South America
Argentina,1920,8818354.0,48128075132.75,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.526,293.065,2.076,-0.001,-0.021,327.976,South America
Argentina,1921,9069751.0,49384908076.439,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.725,365.417,2.811,-0.001,-0.021,327.976,South America
Argentina,1922,9334686.0,53392675505.617,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,1.588,525.788,4.411,-0.001,-0.021,327.976,South America
Argentina,1923,9613722.0,59430760895.969,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.666,580.306,5.088,-0.001,-0.021,327.976,South America
Argentina,1924,9901098.0,64130014322.065,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,2.09,775.108,7.191,-0.001,-0.021,327.976,South America
Argentina,1925,10197065.0,63846187062.612,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,2.441,992.452,9.643,-0.001,-0.021,327.976,South America
Argentina,1926,10501879.0,66963519579.508,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,3.013,1250.999,12.668,-0.001,-0.021,327.976,South America
Argentina,1927,10815805.0,71816446615.255,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,1.285,1333.869,13.965,-0.001,-0.021,327.976,South America
Argentina,1928,11139114.0,76361335394.056,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,-0.014,-12.497,-0.44,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.701,1358.431,14.677,-0.001,-0.021,327.976,South America
Argentina,1929,11443159.0,79899267150.985,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,2.883,240.694,2.457,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.503,1366.62,15.191,-0.001,-0.021,327.976,South America
Argentina,1930,11726853.0,76552950261.079,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,0.31,262.237,2.781,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-0.677,1276.224,14.525,-0.001,-0.021,327.976,South America
Argentina,1931,11989069.0,71162708549.701,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,0.31,283.292,3.106,54.605,1.189,-1.048,-0.04,-0.254,-0.009,4.042,1585.828,18.578,-0.001,-0.021,327.976,South America
Argentina,1932,12228636.0,68785390971.017,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,0.31,304.03,3.43,54.605,1.189,-1.048,-0.04,-0.254,-0.009,2.593,1767.281,21.182,-0.001,-0.021,327.976,South America
Argentina,1933,12444339.0,72034197513.214,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,0.31,324.618,3.755,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.876,1807.568,22.07,-0.001,-0.021,327.976,South America
Argentina,1934,12663847.0,77858345052.614,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,0.31,344.395,4.08,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.538,1819.176,22.619,-0.001,-0.021,327.976,South America
Argentina,1935,12887227.0,81338435313.319,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,0.31,363.387,4.404,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.445,1822.58,23.074,-0.001,-0.021,327.976,South America
Argentina,1936,13114548.0,81905160222.06,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,0.31,381.612,4.728,54.605,1.189,-1.048,-0.04,-0.254,-0.009,2.032,1946.429,25.119,-0.001,-0.021,327.976,South America
Argentina,1937,13345878.0,87937951770.452,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,0.31,399.094,5.053,54.605,1.189,-1.048,-0.04,-0.254,-0.009,1.484,2024.297,26.613,-0.001,-0.021,327.976,South America
Argentina,1938,13581288.0,88325319503.731,-0.0,-0.178,-0.005,3.243,10.644,14890.61,1.452,0.053,396.893,5.12,54.605,1.189,-1.048,-0.04,-0.254,-0.009,1.204,2078.238,27.828,-0.001,-0.021,327.976,South America
Argentina,1939,13825464.0,91719334444.427,0.007,0.32,0.002,3.243,10.644,14890.61,1.452,0.053,394.51,5.186,54.605,1.189,-1.048,-0.04,-0.254,-0.009,2.546,2226.12,30.386,-0.001,-0.021,327.976,South America
Argentina,1940,14078649.0,93246527640.127,-0.0,0.311,0.002,3.243,10.644,14890.61,1.452,0.053,391.951,5.254,54.605,1.189,-1.048,-0.04,-0.254,-0.009,3.318,2422.091,33.714,-0.001,-0.021,327.976,South America
Argentina,1941,14341093.0,98096098207.313,-0.0,0.303,0.002,3.243,10.644,14890.61,1.452,0.053,389.223,5.321,54.605,1.189,-1.048,-0.04,-0.254,-0.009,2.348,2541.843,36.073,-0.001,-0.021,327.976,South America
Argentina,1942,14613051.0,99251743495.824,0.021,1.709,0.022,3.243,10.644,14890.61,1.452,0.053,386.333,5.388,54.605,1.189,-1.048,-0.04,-0.254,-0.009,2.815,2687.514,38.9,-0.001,-0.021,327.976,South America
Argentina,1943,14894786.0,98455569408.99,0.034,3.986,0.058,3.243,10.644,14890.61,1.452,0.053,383.288,5.454,54.605,1.189,-1.048,-0.04,-0.254,-0.009,1.869,2762.478,40.78,-0.001,-0.021,327.976,South America
Argentina,1944,15181952.0,109766983635.797,-0.027,2.091,0.029,3.243,10.644,14890.61,1.452,0.053,380.216,5.522,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-1.016,2643.624,39.775,-0.001,-0.021,327.976,South America
Argentina,1945,15474655.0,106170741464.242,-0.014,1.157,0.016,3.243,10.644,14890.61,1.452,0.053,377.119,5.589,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-2.266,2447.512,37.522,-0.001,-0.021,327.976,South America
Argentina,1946,15773001.0,115761496634.634,-0.0,1.132,0.016,3.243,10.644,14890.61,1.452,0.053,373.998,5.656,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-3.492,2180.12,34.041,-0.001,-0.021,327.976,South America
Argentina,1947,16077098.0,128734477972.561,0.075,5.823,0.092,3.243,10.644,14890.61,1.452,0.169,378.077,5.839,54.605,1.189,-1.048,-0.04,-0.254,-0.009,1.74,2247.406,35.793,-0.001,-0.021,327.976,South America
Argentina,1948,16387059.0,135965627517.243,0.027,7.391,0.12,3.243,10.644,14890.61,1.452,-1.479,281.301,4.374,54.605,1.189,-1.048,-0.04,-0.254,-0.009,2.289,2344.855,38.093,-0.001,-0.021,327.976,South America
Argentina,1949,16700599.0,134084672407.077,-0.0,7.25,0.12,3.243,10.644,14890.61,1.452,2.323,415.734,6.712,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-1.074,2236.753,37.031,-0.001,-0.021,327.976,South America
Argentina,1950,17017748.0,135770623275.103,0.055,10.351,0.174,3.243,10.644,14890.61,1.452,0.966,465.348,7.692,54.605,1.189,-1.048,-0.04,-0.254,-0.009,1.449,2280.418,38.491,-0.001,-0.021,327.976,South America
Argentina,1951,17354614.0,141110320518.724,0.096,15.706,0.271,3.243,10.644,14890.61,1.452,0.793,502.619,8.499,54.605,1.189,-1.048,-0.04,-0.254,-0.009,1.671,2332.606,40.173,-0.001,-0.021,327.976,South America
Argentina,1952,17693856.0,133851356708.826,0.496,43.446,0.767,3.243,10.644,14890.61,1.452,0.718,534.136,9.231,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.584,2321.096,40.768,-0.001,-0.021,327.976,South America
Argentina,1953,18032748.0,141100251113.038,-0.2,31.543,0.568,3.243,10.644,14890.61,1.452,-2.168,404.407,7.077,54.605,1.189,-1.048,-0.04,-0.254,-0.009,6.156,2619.001,46.934,-0.001,-0.021,327.976,South America
Argentina,1954,18369248.0,146982281281.855,0.069,34.713,0.636,3.243,10.644,14890.61,1.452,0.083,402.046,7.175,54.605,1.189,-1.048,-0.04,-0.254,-0.009,1.729,2665.33,48.675,-0.001,-0.021,327.976,South America
Argentina,1955,18700684.0,157543722224.387,0.296,49.943,0.932,3.243,10.644,14890.61,1.452,0.116,401.611,7.304,54.605,1.189,-1.048,-0.04,-0.254,-0.009,1.577,2702.611,50.263,-0.001,-0.021,327.976,South America
Argentina,1956,19031200.0,161895811500.201,0.179,58.488,1.112,3.243,10.644,14890.61,1.452,0.471,419.887,7.788,54.605,1.189,-1.048,-0.04,-0.254,-0.009,0.829,2699.452,51.104,-0.001,-0.021,327.976,South America
Argentina,1957,19363792.0,170297710441.923,0.476,82.038,1.587,3.243,10.644,14890.61,1.452,0.934,461.408,8.736,54.605,1.189,-1.048,-0.04,-0.254,-0.009,4.905,2906.607,56.022,-0.001,-0.021,327.976,South America
Argentina,1958,19695358.0,180806648976.704,0.207,91.152,1.794,3.243,10.644,14890.61,1.452,0.137,461.086,8.887,54.605,1.189,-1.048,-0.04,-0.254,-0.009,2.839,3001.971,58.871,-0.001,-0.021,327.976,South America
Argentina,1959,20024528.0,169011294505.713,0.276,103.418,2.07,3.243,10.644,14890.61,1.452,-0.068,450.611,8.833,54.605,1.189,-1.048,-0.04,-0.254,-0.009,14.891,3696.456,73.773,-0.001,-0.021,327.976,South America
Argentina,1960,20349748.0,182317043376.316,-0.207,91.602,1.863,3.243,10.644,14890.61,1.452,5.609,719.494,14.455,54.605,1.189,-1.048,-0.04,-0.254,-0.009,32.223,5221.031,106.008,-0.001,-0.021,327.976,South America
Argentina,1961,20680658.0,195456153454.784,0.476,113.128,2.338,3.243,10.644,14890.61,1.452,10.476,1215.048,24.947,54.605,1.189,-1.048,-0.04,-0.254,-0.009,30.518,6613.343,136.538,-0.001,-0.021,327.976,South America
Argentina,1962,21020364.0,192277479006.928,-0.373,93.591,1.967,3.243,10.644,14890.61,1.452,6.674,1513.405,31.635,54.605,1.189,-1.048,-0.04,-0.254,-0.009,22.915,7596.753,159.463,-0.001,-0.021,327.976,South America
Argentina,1963,21364018.0,187615525160.39,-0.544,66.599,1.422,3.243,10.644,14890.61,1.452,4.595,1704.637,36.244,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-1.752,7392.723,157.724,-0.001,-0.021,327.976,South America
Argentina,1964,21708488.0,207075392045.935,0.862,105.223,2.283,3.243,10.644,14890.61,1.452,3.702,1848.561,39.961,54.605,1.189,-1.048,-0.04,-0.254,-0.009,5.104,7510.687,162.839,-0.001,-0.021,327.976,South America
Argentina,1965,22053662.0,226107852147.978,0.289,116.699,2.573,3.243,10.644,14890.61,1.452,5.059,2049.462,45.033,54.605,1.189,-1.048,-0.04,-0.254,-0.009,-2.805,7266.069,160.045,-0.001,-0.021,327.976,South America
Argentina,1966,22403120.0,227664052471.495,-0.117,109.646,2.456,3.243,10.644,15134.522,1.489,3.809,2187.97,48.857,54.444,1.205,-1.048,-0.04,-0.254,-0.009,10.257,7610.709,170.313,-0.001,-0.021,338.668,South America
Argentina,1967,22757014.0,233784391908.212,0.33,122.474,2.786,2.907,9.85,15333.084,1.492,2.409,2260.241,51.28,54.893,1.235,-1.048,-0.04,-0.254,-0.009,15.385,8168.563,185.71,-0.001,-0.021,348.567,South America
Argentina,1968,23112976.0,243783887619.05,0.462,140.563,3.248,3.387,11.814,15609.1,1.48,5.846,2478.743,57.14,63.891,1.463,-1.048,-0.04,-0.254,-0.009,17.803,8813.15,203.525,-0.001,-0.021,360.428,South America
Argentina,1969,23472030.0,264706993811.567,0.282,150.449,3.531,3.347,12.069,15885.509,1.409,0.202,2449.811,57.355,56.289,1.308,-1.048,-0.04,-0.254,-0.009,7.22,8986.062,210.756,-0.001,-0.021,372.546,South America
Argentina,1970,23842804.0,278942797086.107,0.71,177.879,4.241,-3.683,-19.554,14819.285,1.266,0.982,2453.322,58.351,64.403,1.523,-1.048,-0.04,-0.254,-0.009,22.106,9773.596,232.873,0.055,2.348,353.04,South America
Argentina,1971,24223380.0,292541562371.516,0.11,179.634,4.351,6.027,21.297,15466.545,1.281,4.727,2610.32,63.093,62.917,1.512,-1.048,-0.04,-0.254,-0.009,18.329,10376.807,251.214,0.058,2.424,374.385,South America
Argentina,1972,24612798.0,301711467389.395,0.427,194.15,4.778,1.25,4.678,15412.764,1.257,-3.154,2441.254,59.953,60.128,1.468,-1.048,-0.04,-0.254,-0.009,7.547,10519.351,258.772,0.075,3.081,379.111,South America
Argentina,1973,25020592.0,320156907465.191,-1.482,124.6,3.117,4.49,17.034,15843.142,1.238,5.358,2615.94,65.325,119.124,2.969,-1.048,-0.04,-0.254,-0.009,-7.216,10059.579,251.568,0.059,2.386,396.193,South America
Argentina,1974,25449752.0,340993107447.198,1.192,169.344,4.309,3.995,15.839,16199.064,1.209,5.006,2768.86,70.345,195.904,4.975,39.832,1.0,40.626,1.031,-5.342,9680.095,246.238,0.06,2.386,412.08,South America
Argentina,1975,25875562.0,337949909284.337,-0.855,133.528,3.455,-2.376,-9.796,15554.638,1.191,4.322,2890.666,74.681,200.427,5.176,96.637,2.488,97.43,2.519,-10.338,9121.318,235.91,0.063,2.462,402.332,South America
Argentina,1976,26290258.0,337131589086.305,0.779,161.041,4.234,5.014,20.18,16077.6,1.254,-3.511,2711.886,71.184,190.376,4.995,97.197,2.543,97.991,2.574,1.782,9045.3,237.704,0.06,2.307,422.56,South America
Argentina,1977,26713780.0,357534311025.498,-0.565,137.331,3.669,4.441,18.775,16526.252,1.235,2.291,2754.97,73.489,215.604,5.75,60.49,1.604,61.284,1.635,19.234,9621.948,256.95,0.063,2.385,441.383,South America
Argentina,1978,27146124.0,341776744136.756,-0.682,110.005,2.986,0.14,0.624,16286.682,1.295,2.33,2797.237,75.833,285.392,7.739,106.085,2.868,106.879,2.899,13.395,9962.192,270.356,0.063,2.346,442.055,South America
Argentina,1979,27584138.0,366319801673.367,1.482,181.462,5.005,7.376,32.618,17211.212,1.297,-5.679,2547.273,70.169,386.794,10.661,96.957,2.663,97.751,2.694,12.465,10255.923,282.832,0.095,3.436,474.722,South America
Argentina,1980,28024808.0,371512159819.084,-1.482,91.633,2.568,-0.57,-2.696,16845.008,1.272,11.368,2913.177,81.551,541.37,15.164,82.802,2.31,83.596,2.341,11.538,10506.42,294.382,0.099,3.527,472.074,South America
Argentina,1981,28471284.0,350127177227.194,0.713,115.219,3.281,-3.002,-14.164,16084.0,1.309,3.307,2983.923,84.872,516.775,14.706,98.277,2.788,99.071,2.819,5.47,10533.822,299.863,0.087,3.048,457.959,South America
Argentina,1982,28922768.0,339060077714.489,0.112,117.296,3.393,1.863,8.537,16128.689,1.377,10.284,3293.213,95.17,609.637,17.625,63.881,1.838,64.674,1.869,-1.94,10302.368,297.935,0.115,3.97,466.544,South America
Argentina,1983,29377144.0,351055668569.79,-0.192,108.966,3.202,4.133,19.284,16536.228,1.385,32.703,4355.756,127.886,628.437,18.456,115.348,3.379,116.142,3.41,1.109,10180.824,299.057,0.155,5.276,485.877,South America
Argentina,1984,29832200.0,358223604623.221,0.152,112.388,3.353,0.315,1.538,16336.136,1.362,3.307,4400.429,131.207,667.959,19.921,155.18,4.621,155.974,4.652,-6.149,9819.417,292.919,0.115,3.85,487.463,South America
Argentina,1985,30287120.0,334450593369.148,-0.719,86.953,2.634,-1.192,-5.797,15899.897,1.441,3.99,4466.351,135.211,683.613,20.699,190.135,5.75,190.929,5.781,-11.494,9292.461,281.437,0.12,3.957,481.714,South America
Argentina,1986,30748332.0,359017277811.911,-0.238,77.922,2.396,5.673,27.333,16550.854,1.419,15.808,4913.706,151.032,685.659,21.078,185.472,5.695,186.265,5.726,-15.077,8662.758,266.37,0.124,4.028,509.095,South America
Argentina,1987,31216450.0,368315353859.681,0.059,78.653,2.456,4.517,23.002,17040.004,1.446,-3.53,4727.206,147.517,703.741,21.965,206.93,6.452,207.724,6.483,-3.469,8421.73,262.913,0.106,3.388,532.144,South America
Argentina,1988,31690790.0,361313431373.85,0.917,106.41,3.373,1.669,8.89,17065.969,1.498,27.429,5522.219,174.959,482.355,15.283,182.681,5.783,183.475,5.813,13.387,8718.099,276.311,0.123,3.875,541.083,South America
Argentina,1989,32165770.0,338818346164.917,0.013,105.246,3.387,-3.596,-19.427,16210.478,1.541,10.045,5753.216,185.019,410.534,13.202,156.272,5.02,157.065,5.051,5.948,8774.266,282.269,0.106,3.288,521.705,South America
Argentina,1990,32637658.0,339049679243.258,-1.482,55.612,1.816,-1.633,-8.503,15716.052,1.515,-11.245,5325.74,173.787,543.835,17.747,772.092,25.193,223.775,7.303,14.081,9078.836,296.362,0.133,4.072,513.25,South America
Argentina,1991,33105766.0,376514186453.403,0.105,58.013,1.921,1.618,8.313,15745.4,1.386,20.397,5866.804,194.198,480.195,15.895,719.573,23.817,235.016,7.78,5.192,9107.278,301.565,0.131,3.952,521.61,South America
Argentina,1992,33568280.0,417307816878.714,-0.594,39.523,1.328,7.301,38.074,16663.179,1.342,1.549,5832.347,195.761,572.162,19.205,788.019,26.448,211.581,7.102,36.877,10080.369,338.452,0.13,3.867,559.733,South America
Argentina,1993,34027240.0,445527063061.109,-0.224,32.395,1.104,3.316,18.563,16984.456,1.299,13.952,6163.934,209.727,700.28,23.828,931.969,31.708,228.468,7.774,23.666,10639.946,362.131,0.096,2.812,578.345,South America
Argentina,1994,34488696.0,473792608765.726,1.181,66.2,2.285,5.362,31.001,17656.555,1.287,7.311,6293.67,217.051,793.341,27.361,1036.141,35.732,239.53,8.261,40.202,11663.258,402.344,0.099,2.862,609.394,South America
Argentina,1995,34946116.0,462418984697.582,-0.277,57.402,2.008,3.201,19.509,17984.188,1.361,26.745,6976.854,243.81,760.441,26.575,967.046,33.792,202.798,7.087,34.394,12494.833,436.75,0.119,3.399,628.951,South America
Argentina,1996,35389360.0,490342006076.105,0.033,57.613,2.041,4.607,28.966,18577.932,1.343,37.063,7971.085,282.093,636.487,22.526,854.884,30.251,211.407,7.481,39.22,13446.602,475.981,0.223,6.307,657.965,South America
Argentina,1997,35815968.0,532640058361.381,-0.39,46.057,1.651,1.154,7.611,18569.665,1.25,-15.152,7453.346,266.957,781.786,28.002,1010.556,36.192,222.961,7.986,29.999,14124.071,505.991,0.179,4.991,665.624,South America
Argentina,1998,36233196.0,555778071832.704,0.257,52.626,1.908,3.564,23.722,19011.069,1.24,21.569,7963.048,288.539,732.605,26.547,945.941,34.273,206.311,7.475,7.492,14168.255,513.495,0.207,5.713,689.395,South America
Argentina,1999,36653032.0,539412720881.808,0.303,60.3,2.212,1.103,7.625,19001.868,1.293,37.063,9198.603,337.174,585.053,21.447,788.011,28.882,194.438,7.127,-27.331,13260.33,486.176,0.262,7.157,697.068,South America
Argentina,2000,37070772.0,537615628125.859,-0.508,45.916,1.704,0.379,2.674,18860.399,1.303,27.722,9842.991,364.91,770.598,28.57,943.834,34.988,162.012,6.006,-3.998,13003.083,482.188,0.361,9.731,699.79,South America
Argentina,2001,37480492.0,516265987173.534,-0.482,32.562,1.222,-2.347,-16.37,18218.003,1.325,-2.651,9664.903,362.273,980.795,36.764,1166.607,43.724,174.975,6.559,30.141,13665.157,512.34,0.341,9.088,683.469,South America
Argentina,2002,37885024.0,462019696564.924,-0.924,7.832,0.299,-3.683,-26.006,17279.187,1.419,-10.073,9296.052,352.215,939.562,35.599,1097.679,41.585,142.621,5.404,-7.663,13317.033,504.689,0.501,13.232,655.3,South America
Argentina,2003,38278164.0,505299548811.133,0.283,15.161,0.583,7.205,47.183,18334.897,1.391,37.063,10458.265,400.361,876.905,33.571,1085.345,41.545,184.179,7.051,-2.114,13125.087,502.586,0.833,21.753,702.531,South America
Argentina,2004,38668796.0,553579584924.609,-0.251,8.523,0.332,6.188,43.447,19273.786,1.348,37.063,11322.313,437.863,781.554,30.227,994.642,38.462,189.586,7.332,-24.166,12367.604,478.431,0.823,21.274,746.025,South America
Argentina,2005,39070504.0,605485791720.983,-0.172,4.043,0.16,6.148,45.835,20249.28,1.309,7.311,11393.245,445.188,863.98,33.761,1052.003,41.103,163.474,6.388,-19.361,11744.956,459.082,0.863,22.083,791.908,South America
Argentina,2006,39476856.0,657337702702.385,0.765,23.386,0.925,5.074,40.156,21058.567,1.266,4.576,11392.112,449.777,954.54,37.688,1164.54,45.974,181.631,7.171,0.737,11642.779,459.831,1.034,26.18,832.114,South America
Argentina,2007,39876116.0,719987109795.234,-0.205,18.021,0.721,4.232,35.203,21731.044,1.204,-12.417,10966.886,437.375,755.841,30.146,953.415,38.02,168.981,6.739,-14.244,11169.032,445.597,1.064,26.673,867.364,South America
Argentina,2008,40273768.0,752703859317.907,0.336,26.196,1.058,1.326,11.533,21803.361,1.168,-7.534,10671.759,429.854,749.613,30.196,949.726,38.251,170.551,6.87,-4.797,10939.716,440.813,1.134,28.155,878.946,South America
Argentina,2009,40684344.0,711391917752.207,-0.521,13.119,0.537,-2.836,-24.82,20973.758,1.201,-25.594,9935.211,404.276,826.453,33.631,1042.814,42.429,187.093,7.613,-35.213,9749.377,396.886,1.134,27.871,854.174,South America
Argentina,2010,41100124.0,787171632420.188,-0.112,10.255,0.424,3.694,31.543,21529.53,1.125,-13.111,9515.913,391.179,805.62,33.119,1003.178,41.234,163.207,6.709,-8.948,9433.088,387.949,1.365,33.209,885.765,South America
Argentina,2011,41520736.0,838371401303.93,0.165,14.122,0.589,2.842,25.18,21918.331,1.086,-12.86,9110.011,378.333,749.316,31.12,925.767,38.442,142.203,5.906,-24.458,8748.509,363.502,1.345,32.388,910.994,South America
Argentina,2012,41952364.0,829769496323.779,0.033,14.761,0.622,3.812,34.713,22520.715,1.14,-10.323,8770.403,368.023,686.06,28.79,880.565,36.946,140.977,5.916,-4.036,8562.326,359.478,1.395,33.252,945.755,South America
