country,year,population,gdp,coal_prod_change_twh,coal_prod_per_capita,coal_production,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,gas_prod_change_twh,gas_prod_per_capita,gas_production,hydro_elec_per_capita,hydro_electricity,low_carbon_elec_per_capita,low_carbon_electricity,nuclear_elec_per_capita,nuclear_electricity,oil_prod_change_twh,oil_prod_per_capita,oil_production,other_renewable_electricity,other_renewables_elec_per_capita,primary_energy_consumption,continent
Ecuador,1966,5495765.0,21401253458.72,0.0,0.0,0.0,5.26,0.45,1647.877,0.423,-0.0,-0.436,-0.004,51.163,0.275,-0.676,-0.01,0.0,0.0,-0.637,764.15,4.001,-0.0,-0.015,8.964,South America
Ecuador,1967,5658454.0,22540500999.777,0.0,0.0,0.0,8.209,0.742,1732.603,0.435,0.194,33.762,0.19,54.812,0.304,-0.676,-0.01,0.0,0.0,-0.637,630.599,3.375,-0.0,-0.015,9.715,South America
Ecuador,1968,5825663.0,23795894281.705,0.0,0.0,0.0,18.13,1.781,1989.628,0.487,-0.024,28.628,0.166,55.626,0.318,-0.676,-0.01,0.0,0.0,-0.629,505.568,2.757,-0.0,-0.015,11.505,South America
Ecuador,1969,5997045.0,25110210862.836,0.0,0.0,0.0,6.25,0.722,2054.076,0.49,-0.0,27.798,0.166,60.039,0.354,-0.676,-0.01,0.0,0.0,-0.646,384.361,2.123,-0.0,-0.015,12.235,South America
Ecuador,1970,6172219.0,26878064088.426,0.0,0.0,0.0,19.49,2.406,2386.364,0.548,-0.0,26.997,0.166,64.98,0.396,-0.676,-0.01,0.0,0.0,-0.011,372.511,2.123,-0.0,-0.015,14.649,South America
Ecuador,1971,6350954.0,28442098228.581,0.0,0.0,0.0,9.889,1.456,2549.314,0.57,-0.0,26.224,0.166,68.659,0.431,-0.676,-0.01,0.0,0.0,-0.011,361.095,2.123,-0.0,-0.015,16.113,South America
Ecuador,1972,6533633.0,30197383207.0,0.0,0.0,0.0,4.479,0.723,2589.428,0.561,0.036,31.033,0.202,67.482,0.436,-0.676,-0.01,0.0,0.0,46.444,7460.361,48.579,-0.0,-0.015,16.844,South America
Ecuador,1973,6720451.0,33980898637.04,0.0,0.0,0.0,7.038,1.19,2695.197,0.533,0.132,49.953,0.334,64.087,0.426,-0.676,-0.01,0.0,0.0,50.575,19434.142,130.448,-0.0,-0.015,18.042,South America
Ecuador,1974,6911130.0,35978820095.281,0.0,0.0,0.0,16.77,3.041,3061.483,0.589,-0.0,48.562,0.334,71.738,0.491,-0.676,-0.01,0.0,0.0,-20.043,15998.633,110.417,-0.0,-0.015,21.091,South America
Ecuador,1975,7105791.0,37880452861.649,0.0,0.0,0.0,1.258,0.264,3015.375,0.566,0.036,52.326,0.37,87.838,0.619,-0.676,-0.01,0.0,0.0,-10.027,14149.946,100.402,-0.0,-0.015,21.362,South America
Ecuador,1976,7304352.0,41571634556.34,0.0,0.0,0.0,10.114,2.167,3230.786,0.568,-0.0,50.892,0.37,82.263,0.596,-0.676,-0.01,0.0,0.0,17.212,16122.41,117.625,-0.0,-0.015,23.538,South America
Ecuador,1977,7506669.0,44221159267.41,0.0,0.0,0.0,18.971,4.48,3741.059,0.636,0.108,64.009,0.48,73.734,0.549,-0.676,-0.01,0.0,0.0,-3.096,15276.048,114.54,-0.0,-0.015,28.025,South America
Ecuador,1978,7712722.0,47317921074.405,0.0,0.0,0.0,4.589,1.288,3808.686,0.621,-0.0,62.287,0.48,102.077,0.783,-0.676,-0.01,0.0,0.0,12.249,16456.762,126.802,-0.0,-0.015,29.322,South America
Ecuador,1979,7922496.0,49898062315.25,0.0,0.0,0.0,4.125,1.211,3861.275,0.614,-0.061,52.994,0.42,88.956,0.701,-0.676,-0.01,0.0,0.0,7.5,16968.291,134.313,-0.0,-0.015,30.541,South America
Ecuador,1980,8135850.0,52182854889.237,0.0,0.0,0.0,19.56,8.247,4774.191,0.745,0.725,140.77,1.145,106.719,0.865,-0.676,-0.01,0.0,0.0,-5.919,15796.291,128.405,-0.0,-0.015,38.796,South America
Ecuador,1981,8352607.0,54311234382.908,0.0,0.0,0.0,10.937,4.247,5159.254,0.795,-0.421,86.674,0.724,92.744,0.771,-0.676,-0.01,0.0,0.0,4.019,15867.982,132.435,-0.0,-0.015,43.05,South America
Ecuador,1982,8572618.0,54924921058.281,0.0,0.0,0.0,9.905,4.267,5525.122,0.863,0.038,88.905,0.762,103.929,0.888,-0.676,-0.01,0.0,0.0,-0.011,15459.889,132.435,-0.0,-0.015,47.325,South America
Ecuador,1983,8795879.0,53783392681.663,0.0,0.0,0.0,-2.091,-0.986,5273.287,0.863,0.382,130.174,1.145,195.573,1.717,-0.676,-0.01,0.0,0.0,16.89,16988.146,149.337,-0.0,-0.015,46.348,South America
Ecuador,1984,9022978.0,55986597567.014,0.0,0.0,0.0,11.314,5.246,5722.43,0.923,0.382,169.328,1.527,358.907,3.236,-0.676,-0.01,0.0,0.0,13.121,18015.164,162.469,-0.0,-0.015,51.602,South America
Ecuador,1985,9254308.0,58369867118.749,0.0,0.0,0.0,18.276,9.43,6598.727,1.048,-0.0,165.084,1.527,354.905,3.282,-0.676,-0.01,0.0,0.0,14.934,19179.039,177.415,-0.0,-0.015,61.039,South America
Ecuador,1986,9490096.0,60094026609.903,0.0,0.0,0.0,4.814,2.942,6745.196,1.067,-0.383,120.62,1.145,423.63,4.018,-0.676,-0.01,0.0,0.0,7.5,19493.229,184.926,-0.0,-0.015,63.99,South America
Ecuador,1987,9729380.0,56317152133.899,0.0,0.0,0.0,3.055,1.96,6781.142,1.173,-0.421,74.347,0.724,470.782,4.578,-0.676,-0.01,0.0,0.0,-45.156,11237.327,109.274,-0.0,-0.015,65.957,South America
Ecuador,1988,9969790.0,62354188627.825,0.0,0.0,0.0,15.536,10.241,7645.211,1.224,0.344,107.113,1.068,485.194,4.835,-0.676,-0.01,0.0,0.0,50.575,19297.199,192.339,-0.0,-0.015,76.206,South America
Ecuador,1989,10210190.0,62462735011.259,0.0,0.0,0.0,3.113,2.378,7698.519,1.261,-0.0,104.58,1.068,486.339,4.964,-0.676,-0.01,0.0,0.0,-14.735,17399.942,177.615,-0.0,-0.015,78.593,South America
Ecuador,1990,10449845.0,64289608199.057,0.0,0.0,0.0,3.22,2.538,7765.14,1.265,0.46,146.147,1.527,478.305,4.997,478.543,4.999,0.0,0.0,3.286,17315.707,180.913,-0.0,-0.015,81.138,South America
Ecuador,1991,10686277.0,68050547676.03,0.0,0.0,0.0,10.463,8.485,8387.653,1.32,-0.296,115.174,1.231,476.088,5.086,476.326,5.088,0.0,0.0,9.12,17786.341,190.043,-0.0,-0.015,89.631,South America
Ecuador,1992,10914222.0,71003182887.507,0.0,0.0,0.0,-0.541,-0.469,8169.855,1.257,0.116,123.473,1.349,456.709,4.984,456.947,4.985,0.0,0.0,13.432,18645.97,203.488,-0.0,-0.015,89.169,South America
Ecuador,1993,11132833.0,72941880774.233,0.0,0.0,0.0,3.646,3.258,8302.435,1.27,-0.001,120.987,1.348,523.184,5.823,523.422,5.825,0.0,0.0,14.822,19611.622,218.321,-0.0,-0.015,92.434,South America
Ecuador,1994,11347655.0,76580975506.424,0.0,0.0,0.0,8.786,8.117,8860.989,1.316,-0.0,118.689,1.348,580.09,6.582,580.328,6.583,0.0,0.0,21.898,21170.451,240.23,-0.0,-0.015,100.561,South America
Ecuador,1995,11561683.0,78854472905.569,0.0,0.0,0.0,-5.535,-5.536,8218.523,1.207,0.272,140.0,1.62,447.322,5.172,447.56,5.173,0.0,0.0,4.629,21179.285,244.871,-0.0,-0.015,95.032,South America
Ecuador,1996,11775223.0,80782657148.123,0.0,0.0,0.0,13.845,13.065,9185.979,1.342,-0.001,137.381,1.619,540.072,6.359,540.31,6.36,0.0,0.0,-0.854,20723.042,244.028,-0.0,-0.015,108.184,South America
Ecuador,1997,11987840.0,84870696003.756,0.0,0.0,0.0,11.429,12.352,10053.775,1.423,-0.27,112.375,1.349,546.457,6.55,546.695,6.552,0.0,0.0,1.824,20508.074,245.864,-0.0,-0.015,120.543,South America
Ecuador,1998,12199692.0,88257989780.689,0.0,0.0,0.0,0.496,0.618,9930.156,1.375,-0.0,110.416,1.349,534.64,6.522,534.879,6.524,0.0,0.0,-7.523,19535.64,238.352,-0.0,-0.015,121.168,South America
Ecuador,1999,12412056.0,84651604163.701,0.0,0.0,0.0,-8.044,-9.244,8901.263,1.308,-0.0,108.52,1.349,579.736,7.196,579.974,7.198,0.0,0.0,-1.264,19099.96,237.1,-0.0,-0.015,110.511,South America
Ecuador,2000,12626511.0,86172117328.831,0.0,0.0,0.0,-5.584,-6.136,8264.483,1.213,0.541,149.511,1.889,597.971,7.551,598.209,7.552,0.0,0.0,14.689,19939.263,251.801,-0.0,-0.015,104.383,South America
Ecuador,2001,12845523.0,90271188106.87,0.0,0.0,0.0,1.281,1.352,8229.146,1.173,0.27,168.01,2.16,546.327,7.018,546.565,7.02,0.0,0.0,3.681,19886.22,255.494,-0.0,-0.015,105.742,South America
Ecuador,2002,13070617.0,94633889746.519,0.0,0.0,0.0,-1.332,-1.388,7981.598,1.105,-0.812,103.03,1.349,571.476,7.47,571.715,7.472,0.0,0.0,-9.769,18796.686,245.737,-0.0,-0.015,104.363,South America
Ecuador,2003,13301188.0,97887138673.578,0.0,0.0,0.0,2.385,2.5,8031.543,1.094,0.676,152.072,2.024,535.885,7.129,536.123,7.131,0.0,0.0,16.264,19693.882,262.012,-0.0,-0.015,106.871,South America
Ecuador,2004,13534598.0,106677598211.18,0.0,0.0,0.0,6.992,7.472,8445.396,1.074,0.27,169.426,2.295,543.692,7.36,555.802,7.522,0.0,0.0,50.575,24415.488,330.521,0.16,11.857,114.352,South America
Ecuador,2005,13770015.0,113113404559.53,0.0,0.0,0.0,5.847,6.689,8787.067,1.072,1.217,254.912,3.512,495.729,6.828,514.929,7.09,0.0,0.0,2.841,24204.606,333.374,0.261,18.947,121.049,South America
Ecuador,2006,14009064.0,118926191110.979,0.0,0.0,0.0,5.766,6.982,9135.816,1.079,0.27,269.861,3.783,505.175,7.079,526.202,7.372,0.0,0.0,2.292,23955.435,335.677,0.291,20.774,128.039,South America
Ecuador,2007,14251838.0,122381042044.361,0.0,0.0,0.0,5.14,6.587,9442.621,1.102,-0.068,260.513,3.715,629.73,8.977,651.812,9.29,0.0,0.0,-15.405,22466.677,320.283,0.311,21.829,134.634,South America
Ecuador,2008,14496800.0,131063502269.999,0.0,0.0,0.0,6.732,9.063,9908.477,1.098,-0.698,207.968,3.017,773.551,11.216,801.498,11.619,0.0,0.0,-3.131,21871.293,317.163,0.401,27.694,143.704,South America
Ecuador,2009,14742768.0,132733016314.038,0.0,0.0,0.0,-2.464,-3.503,9505.834,1.058,0.231,220.124,3.248,620.991,9.157,651.2,9.601,0.0,0.0,-12.555,20654.994,304.619,0.442,29.957,140.21,South America
Ecuador,2010,14989581.0,138368165057.499,0.0,0.0,0.0,11.03,13.065,10380.024,1.127,0.373,241.409,3.621,571.893,8.575,602.279,9.029,0.0,0.0,0.002,20315.237,304.633,0.452,30.133,155.664,South America
Ecuador,2011,15237734.0,150311631930.426,0.0,0.0,0.0,6.09,9.482,10833.497,1.101,-0.978,173.309,2.643,725.348,11.055,751.289,11.449,0.0,0.0,8.085,20515.188,312.73,0.391,25.688,165.154,South America
Ecuador,2012,15483884.0,158794842968.389,0.0,0.0,0.0,5.642,9.32,11263.463,1.101,1.336,366.359,5.551,785.144,12.16,812.622,12.583,0.0,0.0,3.362,20406.388,316.103,0.422,27.225,174.482,South America
Ecuador,2013,15722988.0,166660397977.84,0.0,0.0,0.0,3.195,5.591,11448.035,1.083,-0.022,359.384,5.551,697.185,10.965,731.274,11.499,0.0,0.0,13.357,20945.827,329.472,0.472,30.005,180.081,South America
Ecuador,2014,15957995.0,173322280582.444,0.0,0.0,0.0,5.041,9.084,11848.955,1.093,0.692,397.454,5.551,712.706,11.377,760.141,12.132,0.0,0.0,18.526,21798.502,348.009,0.499,31.951,189.174,South America
Ecuador,2015,16195904.0,173606247694.754,0.0,0.0,0.0,-0.3,-0.527,11642.59,1.089,-0.89,336.668,5.456,803.291,13.014,851.274,13.789,0.0,0.0,-8.437,20957.612,339.584,0.499,31.951,188.655,South America
Ecuador,2016,16439588.0,169827834837.325,0.0,0.0,0.0,-0.368,-0.653,11430.52,1.109,0.549,365.083,5.551,956.913,15.338,999.301,15.778,0.0,0.0,4.244,20905.37,343.84,0.499,31.951,188.01,South America
Ecuador,2017,16696947.0,173853392372.545,0.0,0.0,0.0,3.862,7.275,11690.265,1.125,0.549,365.083,5.551,1036.07,15.338,1060.938,15.778,0.0,0.0,-11.643,19885.996,332.209,0.442,26.449,195.292,South America
Ecuador,2018,17015672.0,176096549928.414,0.0,0.0,0.0,5.772,11.275,12134.096,1.175,0.549,365.083,5.551,1036.07,15.338,1060.938,15.778,0.0,0.0,-8.821,18995.167,323.4,0.472,27.724,206.576,South America
El Salvador,1980,4509000.0,17099129319.796,0.0,0.0,0.0,-9.352,-1.243,2915.945,0.765,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,13.069,North America
El Salvador,1981,4549183.0,15650375936.547,0.0,0.0,0.0,-9.352,-1.243,2618.488,0.758,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,11.836,North America
El Salvador,1982,4599905.0,14746493050.925,0.0,0.0,0.0,3.088,0.367,2670.701,0.829,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,12.212,North America
El Salvador,1983,4689685.0,14863514362.596,0.0,0.0,0.0,0.564,0.066,2634.343,0.826,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,12.285,North America
El Salvador,1984,4782222.0,15215302393.17,0.0,0.0,0.0,5.673,0.703,2731.133,0.854,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,12.998,North America
El Salvador,1985,4876757.0,15520809513.691,0.0,0.0,0.0,1.749,0.226,2725.313,0.853,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,13.234,North America
El Salvador,1986,4970790.0,15630393803.773,0.0,0.0,0.0,5.157,0.688,2812.745,0.89,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,13.93,North America
El Salvador,1987,5067205.0,16057773053.785,0.0,0.0,0.0,-2.622,-0.374,2686.208,0.845,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,13.566,North America
El Salvador,1988,5170444.0,16324390640.851,0.0,0.0,0.0,9.165,1.255,2875.828,0.908,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,14.829,North America
El Salvador,1989,5270833.0,16503025430.449,0.0,0.0,0.0,1.162,0.17,2854.013,0.909,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,15.01,North America
El Salvador,1990,5367182.0,17079116065.437,0.0,0.0,0.0,3.691,0.556,2907.043,0.912,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,15.575,North America
El Salvador,1991,5461074.0,17983266596.695,0.0,0.0,0.0,-1.217,-0.195,2822.098,0.856,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,15.39,North America
El Salvador,1992,5552210.0,19676928186.232,0.0,0.0,0.0,13.305,2.064,3148.134,0.887,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,17.462,North America
El Salvador,1993,5630994.0,21479888784.648,0.0,0.0,0.0,3.633,0.636,3217.892,0.843,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,18.108,North America
El Salvador,1994,5693040.0,23155082825.247,0.0,0.0,0.0,9.563,1.74,3489.407,0.858,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,19.857,North America
El Salvador,1995,5748201.0,25040144241.438,0.0,0.0,0.0,21.009,4.642,4317.509,0.991,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,24.813,North America
El Salvador,1996,5797142.0,25862640030.983,0.0,0.0,0.0,2.28,0.566,4379.873,0.981,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,25.389,North America
El Salvador,1997,5842637.0,27396164464.058,0.0,0.0,0.0,-0.79,-0.201,4312.606,0.92,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,25.197,North America
El Salvador,1998,5885085.0,28877518745.685,0.0,0.0,0.0,14.15,3.569,4889.005,0.996,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,28.775,North America
El Salvador,1999,5923862.0,30344548798.813,0.0,0.0,0.0,5.66,1.629,5133.109,1.002,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,30.413,North America
El Salvador,2000,5958482.0,31482461859.144,0.0,0.0,0.0,-3.247,-0.984,4939.364,0.935,0.0,0.0,0.0,194.257,1.157,339.281,2.021,0.0,0.0,0.0,0.0,0.0,0.864,145.055,29.439,North America
El Salvador,2001,5988102.0,32517300227.729,0.0,0.0,0.0,3.85,1.135,5105.563,0.94,0.0,0.0,0.0,191.591,1.147,388.328,2.325,0.0,0.0,0.0,0.0,0.0,1.178,196.769,30.582,North America
El Salvador,2002,6011278.0,33784938431.002,0.0,0.0,0.0,2.422,0.742,5210.564,0.928,0.0,0.0,0.0,187.469,1.127,398.605,2.396,0.0,0.0,0.0,0.0,0.0,1.269,211.168,31.332,North America
El Salvador,2003,6026854.0,35079969853.983,0.0,0.0,0.0,6.744,2.112,5548.849,0.954,0.0,0.0,0.0,240.767,1.451,466.478,2.811,0.0,0.0,0.0,0.0,0.0,1.36,225.743,33.454,North America
El Salvador,2004,6035653.0,36250722411.514,0.0,0.0,0.0,-0.31,-0.1,5525.598,0.921,0.0,0.0,0.0,226.984,1.37,452.361,2.73,0.0,0.0,0.0,0.0,0.0,1.36,225.41,33.362,North America
El Salvador,2005,6037817.0,38090721846.425,0.0,0.0,0.0,3.465,1.157,5716.657,0.907,0.0,0.0,0.0,275.56,1.664,509.245,3.075,0.0,0.0,0.0,0.0,0.0,1.411,233.717,34.529,North America
El Salvador,2006,6034439.0,40170432182.815,0.0,0.0,0.0,5.731,1.976,6048.974,0.909,0.0,0.0,0.0,326.08,1.968,580.043,3.5,0.0,0.0,0.0,0.0,0.0,1.533,253.995,36.514,North America
El Salvador,2007,6044130.0,42346656780.691,0.0,0.0,0.0,4.284,1.563,6299.384,0.899,0.0,0.0,0.0,287.002,1.735,582.457,3.52,0.0,0.0,0.0,0.0,0.0,1.786,295.487,38.086,North America
El Salvador,2008,6068108.0,43552825702.718,0.0,0.0,0.0,-1.92,-0.723,6156.555,0.858,0.0,0.0,0.0,335.941,2.039,646.911,3.926,0.0,0.0,0.0,0.0,0.0,1.887,311.002,37.372,North America
El Salvador,2009,6091181.0,42818464169.023,0.0,0.0,0.0,-3.679,-1.365,5910.465,0.841,0.0,0.0,0.0,246.509,1.502,571.259,3.48,0.0,0.0,0.0,0.0,0.0,1.978,324.782,36.017,North America
El Salvador,2010,6114039.0,44028678897.186,0.0,0.0,0.0,3.615,1.302,6102.63,0.848,0.0,0.0,0.0,341.68,2.089,651.949,3.986,0.0,0.0,0.0,0.0,0.0,1.897,310.302,37.329,North America
El Salvador,2011,6137354.0,45708078501.396,0.0,0.0,0.0,0.107,0.045,6088.02,0.817,0.0,0.0,0.0,328.816,2.018,674.21,4.138,0.0,0.0,0.0,0.0,0.0,2.12,345.426,37.382,North America
El Salvador,2012,6161293.0,46809902970.981,0.0,0.0,0.0,0.828,0.313,6116.469,0.805,0.0,0.0,0.0,299.575,1.846,681.434,4.199,0.0,0.0,0.0,0.0,0.0,2.353,381.891,37.704,North America
El Salvador,2013,6185641.0,48237591190.275,0.0,0.0,0.0,-2.864,-1.071,5920.524,0.759,0.0,0.0,0.0,288.557,1.785,668.902,4.138,0.0,0.0,0.0,0.0,0.0,2.343,378.739,36.643,North America
El Salvador,2014,6209528.0,49260283841.358,0.0,0.0,0.0,2.282,0.838,6033.917,0.761,0.0,0.0,0.0,276.015,1.714,669.569,4.159,0.0,0.0,0.0,0.0,0.0,2.424,390.323,37.49,North America
El Salvador,2015,6231072.0,50570033699.59,0.0,0.0,0.0,3.443,1.291,6221.49,0.767,0.0,0.0,0.0,216.52,1.35,574.561,3.581,0.0,0.0,0.0,0.0,0.0,2.201,353.194,38.79,North America
El Salvador,2016,6250513.0,52005767886.167,0.0,0.0,0.0,0.793,0.312,6253.324,0.752,0.0,0.0,0.0,201.25,1.259,590.584,3.693,0.0,0.0,0.0,0.0,0.0,2.394,382.883,39.112,North America
El Salvador,2017,6266661.0,53417600694.947,0.0,0.0,0.0,-0.73,-0.279,6194.078,0.726,0.0,0.0,0.0,258.923,1.623,631.079,3.956,0.0,0.0,0.0,0.0,0.0,2.14,341.473,38.842,North America
El Salvador,2018,6276340.0,55064650448.237,0.0,0.0,0.0,7.885,3.056,6672.818,0.761,0.0,0.0,0.0,245.606,1.542,631.711,3.966,0.0,0.0,0.0,0.0,0.0,2.11,336.1,41.908,North America
Guatemala,1920,1663732.0,3070421613.111,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1921,1680986.0,3388960687.548,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1922,1698439.0,3188903637.953,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1923,1716095.0,3525530070.538,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1924,1733935.0,3826539104.707,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1925,1751960.0,3749156314.594,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1926,1770172.0,3788916802.815,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1927,1788574.0,4048458916.544,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1928,1807167.0,4143408798.529,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1929,1830208.0,4646411600.524,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1930,1857837.0,4854439891.093,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1931,1890197.0,4512426824.234,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1932,1927435.0,3928048149.858,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1933,1969700.0,3971417824.559,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1934,2012892.0,4514417318.753,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1935,2057031.0,5246142246.904,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1936,2102138.0,7274472113.536,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1937,2148235.0,7130382541.394,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1938,2195342.0,7333239560.14,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1939,2247378.0,8277470876.919,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1940,2304571.0,9480360986.89,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1941,2367154.0,9998534877.015,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1942,2435374.0,10132362183.987,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1943,2509481.0,6694555841.748,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
Guatemala,1944,2585844.0,6481225569.531,0.0,0.0,0.0,-15.533,-2.94,2704.48,0.445,0.0,0.0,0.0,212.988,2.499,271.731,3.188,0.0,0.0,-0.0,-1.219,-0.014,0.689,58.748,18.859,North America
